timestamp,user_id,event_type,resource,status,duration_ms
2025-11-12 07:37:23,asmith,DELETE_USER,InventoryReport,SUCCESS,3283
2025-11-12 13:07:05,admin,EXPORT_REPORT,AuditLogs,SUCCESS,3239
2025-11-12 16:18:29,asmith,EXPORT_REPORT,InventoryReport,SUCCESS,1345
2025-11-12 10:21:06,asmith,CREATE_USER,AuditLogs,FAILURE,288
2025-11-12 08:44:12,asmith,LOGOUT,SalesDashboard,SUCCESS,149
2025-11-12 16:09:05,clane,LOGOUT,InventoryReport,SUCCESS,4502
2025-11-12 23:24:09,clane,LOGOUT,AuditLogs,SUCCESS,2579
2025-11-12 11:29:05,davis,EXPORT_REPORT,AuditLogs,SUCCESS,1896
2025-11-12 16:01:19,davis,DELETE_USER,AuditLogs,SUCCESS,921
2025-11-12 14:31:08,davis,DELETE_USER,SystemSettings,SUCCESS,1397
2025-11-12 13:12:42,clane,ADMIN_CONFIG,AuditLogs,SUCCESS,1931
2025-11-12 00:23:55,davis,LOGIN,SalesDashboard,SUCCESS,4692
2025-11-12 13:39:22,jdoe,EXPORT_REPORT,SalesDashboard,SUCCESS,2305
2025-11-12 12:17:50,jdoe,LOGOUT,AuditLogs,SUCCESS,167
2025-11-12 10:12:21,bwhite,DELETE_USER,AuditLogs,SUCCESS,3036
2025-11-12 14:54:11,clane,EXPORT_REPORT,SystemSettings,SUCCESS,1832
2025-11-12 03:36:38,clane,DELETE_USER,AuditLogs,SUCCESS,1610
2025-11-12 16:33:01,davis,ADMIN_CONFIG,UserManagement,SUCCESS,4460
2025-11-12 08:24:47,davis,LOGOUT,SalesDashboard,SUCCESS,2626
2025-11-12 09:47:39,clane,VIEW_REPORT,UserManagement,SUCCESS,3455
2025-11-12 14:03:38,admin,VIEW_REPORT,InventoryReport,SUCCESS,1004
2025-11-12 14:43:34,bwhite,CREATE_USER,UserManagement,SUCCESS,4557
2025-11-12 16:35:19,admin,LOGOUT,SystemSettings,SUCCESS,1074
2025-11-12 07:42:37,bwhite,LOGOUT,AuditLogs,SUCCESS,2549
2025-11-12 13:57:58,bwhite,LOGOUT,SystemSettings,FAILURE,3295
2025-11-12 23:08:14,jdoe,LOGIN,UserManagement,SUCCESS,488
2025-11-12 10:43:18,admin,VIEW_REPORT,InventoryReport,SUCCESS,2548
2025-11-12 11:28:08,admin,VIEW_REPORT,AuditLogs,SUCCESS,591
2025-11-12 16:02:29,asmith,EXPORT_REPORT,SystemSettings,SUCCESS,4844
2025-11-12 12:07:47,asmith,DELETE_USER,AuditLogs,SUCCESS,577
2025-11-12 12:39:54,admin,VIEW_REPORT,UserManagement,FAILURE,2334
2025-11-12 14:45:23,bwhite,LOGIN,AuditLogs,SUCCESS,2405
2025-11-12 02:36:22,davis,VIEW_REPORT,InventoryReport,SUCCESS,4586
2025-11-12 15:40:17,jdoe,LOGOUT,SystemSettings,SUCCESS,3067
2025-11-12 13:22:25,davis,EXPORT_REPORT,AuditLogs,SUCCESS,3040
2025-11-12 14:17:26,asmith,EXPORT_REPORT,InventoryReport,SUCCESS,4547
2025-11-12 20:57:03,jdoe,EXPORT_REPORT,UserManagement,SUCCESS,2148
2025-11-12 10:44:02,asmith,VIEW_REPORT,AuditLogs,SUCCESS,281
2025-11-12 10:48:49,admin,ADMIN_CONFIG,AuditLogs,SUCCESS,3231
2025-11-12 16:34:17,asmith,LOGIN,SystemSettings,SUCCESS,453
2025-11-12 06:53:05,asmith,LOGOUT,AuditLogs,SUCCESS,628
2025-11-12 10:20:06,davis,DELETE_USER,SystemSettings,SUCCESS,3751
2025-11-12 08:10:41,admin,DELETE_USER,SalesDashboard,SUCCESS,1895
2025-11-12 11:33:22,bwhite,VIEW_REPORT,UserManagement,SUCCESS,4845
2025-11-12 14:41:19,admin,DELETE_USER,UserManagement,SUCCESS,2851
2025-11-12 10:19:09,bwhite,VIEW_REPORT,UserManagement,SUCCESS,3158
2025-11-12 12:51:27,admin,LOGOUT,InventoryReport,SUCCESS,599
2025-11-13 12:54:55,davis,LOGIN,SalesDashboard,SUCCESS,1376
2025-11-13 16:29:21,clane,CREATE_USER,SystemSettings,SUCCESS,4104
2025-11-13 16:39:30,asmith,ADMIN_CONFIG,SystemSettings,SUCCESS,4579
2025-11-13 14:07:42,bwhite,LOGIN,UserManagement,SUCCESS,1302
2025-11-13 14:17:19,clane,ADMIN_CONFIG,UserManagement,SUCCESS,1944
2025-11-13 18:12:50,bwhite,DELETE_USER,SystemSettings,SUCCESS,1172
2025-11-13 10:17:14,davis,CREATE_USER,AuditLogs,SUCCESS,3740
2025-11-13 14:13:48,davis,CREATE_USER,UserManagement,SUCCESS,3708
2025-11-13 16:07:52,admin,LOGIN,SalesDashboard,SUCCESS,4222
2025-11-13 15:21:31,davis,LOGIN,SalesDashboard,SUCCESS,3658
2025-11-13 12:51:10,jdoe,LOGIN,UserManagement,SUCCESS,4634
2025-11-13 22:28:49,admin,VIEW_REPORT,SystemSettings,SUCCESS,4309
2025-11-13 16:49:52,asmith,ADMIN_CONFIG,SalesDashboard,SUCCESS,2068
2025-11-13 08:49:18,asmith,ADMIN_CONFIG,SalesDashboard,SUCCESS,4901
2025-11-13 13:00:08,jdoe,DELETE_USER,InventoryReport,SUCCESS,982
2025-11-13 10:48:20,bwhite,VIEW_REPORT,AuditLogs,SUCCESS,3011
2025-11-13 08:09:00,admin,CREATE_USER,SystemSettings,SUCCESS,3288
2025-11-13 00:02:49,clane,VIEW_REPORT,SalesDashboard,SUCCESS,4460
2025-11-13 00:01:52,clane,ADMIN_CONFIG,InventoryReport,SUCCESS,3980
2025-11-13 15:42:47,admin,ADMIN_CONFIG,SystemSettings,SUCCESS,2473
2025-11-13 23:20:13,admin,LOGIN,SalesDashboard,SUCCESS,3505
2025-11-13 13:56:02,asmith,CREATE_USER,UserManagement,FAILURE,3740
2025-11-13 13:50:59,bwhite,ADMIN_CONFIG,SystemSettings,SUCCESS,1264
2025-11-13 08:29:23,jdoe,LOGIN,SystemSettings,SUCCESS,4915
2025-11-13 11:18:30,davis,CREATE_USER,SystemSettings,SUCCESS,2837
2025-11-13 10:51:01,davis,LOGIN,UserManagement,SUCCESS,1341
2025-11-13 11:36:33,clane,DELETE_USER,SystemSettings,SUCCESS,28
2025-11-13 10:17:33,clane,LOGOUT,UserManagement,SUCCESS,647
2025-11-13 10:24:49,clane,LOGOUT,SystemSettings,SUCCESS,4616
2025-11-13 06:59:53,jdoe,LOGOUT,SystemSettings,SUCCESS,681
2025-11-13 22:02:24,jdoe,CREATE_USER,AuditLogs,SUCCESS,2507
2025-11-13 10:02:08,admin,VIEW_REPORT,UserManagement,SUCCESS,2922
2025-11-13 03:19:06,asmith,EXPORT_REPORT,SystemSettings,SUCCESS,1336
2025-11-13 10:01:40,admin,LOGOUT,SystemSettings,SUCCESS,3921
2025-11-13 13:05:18,clane,LOGOUT,AuditLogs,SUCCESS,2681
2025-11-13 08:14:03,bwhite,LOGIN,SystemSettings,SUCCESS,4358
2025-11-13 15:16:05,asmith,CREATE_USER,InventoryReport,SUCCESS,1474
2025-11-13 15:52:27,bwhite,CREATE_USER,AuditLogs,SUCCESS,724
2025-11-13 09:20:32,jdoe,LOGIN,UserManagement,SUCCESS,2497
2025-11-13 10:53:46,bwhite,LOGIN,InventoryReport,SUCCESS,3335
2025-11-13 14:54:57,asmith,LOGIN,UserManagement,SUCCESS,2636
2025-11-13 11:04:26,bwhite,VIEW_REPORT,SalesDashboard,SUCCESS,1125
2025-11-13 12:41:36,admin,LOGIN,SystemSettings,SUCCESS,4592
2025-11-13 11:43:54,jdoe,EXPORT_REPORT,SystemSettings,SUCCESS,1198
2025-11-13 13:47:51,bwhite,VIEW_REPORT,SystemSettings,SUCCESS,909
2025-11-13 15:30:05,admin,DELETE_USER,InventoryReport,SUCCESS,3237
2025-11-13 14:43:52,davis,LOGOUT,InventoryReport,SUCCESS,1393
2025-11-13 08:55:14,davis,ADMIN_CONFIG,SalesDashboard,SUCCESS,3272
2025-11-13 08:31:20,jdoe,DELETE_USER,UserManagement,SUCCESS,1516
2025-11-13 08:21:43,clane,LOGOUT,SalesDashboard,SUCCESS,1432
2025-11-13 10:17:56,clane,CREATE_USER,SalesDashboard,SUCCESS,623
2025-11-13 08:53:23,clane,VIEW_REPORT,SystemSettings,SUCCESS,290
2025-11-13 14:02:21,jdoe,VIEW_REPORT,UserManagement,SUCCESS,469
2025-11-13 11:24:56,bwhite,LOGIN,UserManagement,SUCCESS,2262
2025-11-13 09:54:53,admin,LOGOUT,InventoryReport,SUCCESS,2564
2025-11-13 16:50:39,asmith,DELETE_USER,AuditLogs,SUCCESS,4444
2025-11-13 05:14:54,davis,LOGIN,AuditLogs,SUCCESS,3117
2025-11-13 09:52:49,davis,LOGOUT,AuditLogs,SUCCESS,2609
2025-11-13 15:31:50,jdoe,EXPORT_REPORT,SalesDashboard,SUCCESS,4235
2025-11-13 16:14:38,admin,LOGIN,SalesDashboard,SUCCESS,4008
2025-11-13 01:27:24,asmith,VIEW_REPORT,AuditLogs,SUCCESS,3319
2025-11-14 09:15:26,asmith,LOGOUT,SalesDashboard,SUCCESS,1144
2025-11-14 11:46:09,clane,EXPORT_REPORT,AuditLogs,SUCCESS,875
2025-11-14 13:54:45,davis,CREATE_USER,InventoryReport,SUCCESS,2001
2025-11-14 10:40:34,bwhite,CREATE_USER,UserManagement,SUCCESS,505
2025-11-14 10:39:33,asmith,LOGIN,SalesDashboard,SUCCESS,2533
2025-11-14 08:29:46,admin,ADMIN_CONFIG,SalesDashboard,SUCCESS,612
2025-11-14 14:10:36,clane,DELETE_USER,SystemSettings,SUCCESS,3051
2025-11-14 16:42:18,jdoe,CREATE_USER,SystemSettings,FAILURE,4844
2025-11-14 16:31:34,jdoe,ADMIN_CONFIG,SalesDashboard,SUCCESS,605
2025-11-14 11:06:22,davis,LOGOUT,SalesDashboard,FAILURE,3105
2025-11-14 13:10:51,bwhite,EXPORT_REPORT,SystemSettings,SUCCESS,4713
2025-11-14 13:08:18,admin,ADMIN_CONFIG,SystemSettings,SUCCESS,4120
2025-11-14 10:22:17,davis,ADMIN_CONFIG,InventoryReport,SUCCESS,241
2025-11-14 14:15:23,clane,EXPORT_REPORT,SalesDashboard,SUCCESS,1169
2025-11-14 09:29:08,asmith,EXPORT_REPORT,InventoryReport,SUCCESS,3351
2025-11-14 10:27:02,admin,EXPORT_REPORT,InventoryReport,SUCCESS,269
2025-11-14 16:57:59,jdoe,LOGIN,InventoryReport,SUCCESS,421
2025-11-14 15:24:34,clane,VIEW_REPORT,UserManagement,SUCCESS,4172
2025-11-14 09:12:28,davis,DELETE_USER,AuditLogs,SUCCESS,4329
2025-11-14 05:17:43,davis,VIEW_REPORT,SystemSettings,SUCCESS,1901
2025-11-14 17:53:37,asmith,DELETE_USER,AuditLogs,SUCCESS,2743
2025-11-14 21:01:45,admin,EXPORT_REPORT,SystemSettings,SUCCESS,562
2025-11-14 16:39:54,davis,CREATE_USER,AuditLogs,SUCCESS,1694
2025-11-14 15:32:17,davis,LOGIN,SalesDashboard,SUCCESS,2099
2025-11-14 08:44:49,davis,CREATE_USER,SalesDashboard,SUCCESS,1392
2025-11-14 11:03:16,jdoe,VIEW_REPORT,SystemSettings,SUCCESS,690
2025-11-14 16:00:47,clane,EXPORT_REPORT,AuditLogs,SUCCESS,913
2025-11-14 11:06:07,jdoe,EXPORT_REPORT,SalesDashboard,SUCCESS,2474
2025-11-14 13:02:03,jdoe,VIEW_REPORT,InventoryReport,SUCCESS,4711
2025-11-14 11:28:01,davis,LOGOUT,AuditLogs,SUCCESS,4621
2025-11-14 08:00:59,bwhite,LOGIN,UserManagement,SUCCESS,2671
2025-11-14 14:12:11,admin,ADMIN_CONFIG,SystemSettings,SUCCESS,1998
2025-11-14 16:02:20,jdoe,DELETE_USER,InventoryReport,SUCCESS,113
2025-11-14 09:13:48,asmith,CREATE_USER,InventoryReport,FAILURE,1116
2025-11-14 14:08:02,jdoe,EXPORT_REPORT,SalesDashboard,SUCCESS,84
2025-11-14 10:26:01,bwhite,VIEW_REPORT,InventoryReport,SUCCESS,4607
2025-11-14 12:42:07,jdoe,ADMIN_CONFIG,InventoryReport,SUCCESS,4206
2025-11-14 09:52:21,asmith,VIEW_REPORT,InventoryReport,SUCCESS,2104
2025-11-14 16:33:19,bwhite,LOGOUT,InventoryReport,SUCCESS,1579
2025-11-14 02:28:34,davis,DELETE_USER,UserManagement,SUCCESS,1736
2025-11-14 09:11:46,davis,ADMIN_CONFIG,SystemSettings,SUCCESS,427
2025-11-14 08:08:22,admin,ADMIN_CONFIG,InventoryReport,SUCCESS,3372
2025-11-14 11:34:05,admin,DELETE_USER,InventoryReport,SUCCESS,4210
2025-11-14 14:40:19,davis,LOGIN,UserManagement,SUCCESS,4528
2025-11-14 06:19:55,bwhite,LOGIN,InventoryReport,SUCCESS,3782
2025-11-14 08:14:50,bwhite,CREATE_USER,InventoryReport,SUCCESS,2254
2025-11-14 15:23:47,clane,EXPORT_REPORT,AuditLogs,SUCCESS,2865
2025-11-14 08:43:28,davis,EXPORT_REPORT,SalesDashboard,SUCCESS,3187
2025-11-14 15:52:26,bwhite,DELETE_USER,SystemSettings,SUCCESS,546
2025-11-14 09:17:13,bwhite,LOGOUT,UserManagement,SUCCESS,4334
2025-11-14 16:44:25,jdoe,LOGIN,UserManagement,SUCCESS,3092
2025-11-14 12:27:31,jdoe,LOGOUT,SystemSettings,SUCCESS,4528
2025-11-14 15:53:59,asmith,LOGOUT,SalesDashboard,SUCCESS,3117
2025-11-15 09:28:59,admin,LOGIN,SystemSettings,SUCCESS,3130
2025-11-15 15:59:10,asmith,VIEW_REPORT,AuditLogs,SUCCESS,157
2025-11-15 10:58:53,jdoe,CREATE_USER,AuditLogs,SUCCESS,987
2025-11-15 21:26:33,davis,LOGIN,SalesDashboard,SUCCESS,3538
2025-11-15 04:16:30,davis,VIEW_REPORT,InventoryReport,SUCCESS,3126
2025-11-15 09:09:22,davis,VIEW_REPORT,SalesDashboard,SUCCESS,3768
2025-11-15 04:51:10,bwhite,EXPORT_REPORT,UserManagement,SUCCESS,4197
2025-11-15 00:25:04,asmith,EXPORT_REPORT,UserManagement,SUCCESS,1645
2025-11-15 07:57:13,bwhite,LOGIN,AuditLogs,SUCCESS,1519
2025-11-15 02:12:25,jdoe,CREATE_USER,InventoryReport,SUCCESS,234
2025-11-15 07:45:40,admin,ADMIN_CONFIG,UserManagement,SUCCESS,2725
2025-11-15 21:08:57,asmith,LOGOUT,InventoryReport,SUCCESS,2059
2025-11-15 15:55:23,clane,CREATE_USER,SystemSettings,SUCCESS,1458
2025-11-15 16:26:38,bwhite,VIEW_REPORT,AuditLogs,FAILURE,1435
2025-11-16 12:57:18,davis,EXPORT_REPORT,SystemSettings,SUCCESS,4658
2025-11-16 10:35:04,bwhite,LOGOUT,SalesDashboard,SUCCESS,1116
2025-11-16 04:10:52,davis,LOGOUT,UserManagement,SUCCESS,1622
2025-11-16 11:19:44,bwhite,EXPORT_REPORT,UserManagement,SUCCESS,2227
2025-11-16 00:35:12,clane,VIEW_REPORT,UserManagement,SUCCESS,4683
2025-11-16 14:26:38,admin,LOGOUT,AuditLogs,SUCCESS,1369
2025-11-16 18:41:40,asmith,EXPORT_REPORT,UserManagement,SUCCESS,4363
2025-11-16 16:33:43,davis,EXPORT_REPORT,InventoryReport,SUCCESS,1053
2025-11-16 12:43:01,jdoe,ADMIN_CONFIG,SalesDashboard,SUCCESS,1919
2025-11-16 15:28:01,clane,CREATE_USER,SystemSettings,SUCCESS,3986
2025-11-16 00:06:29,clane,LOGIN,AuditLogs,SUCCESS,2003
2025-11-16 09:38:18,jdoe,DELETE_USER,AuditLogs,SUCCESS,2830
2025-11-17 16:44:05,jdoe,VIEW_REPORT,InventoryReport,SUCCESS,1821
2025-11-17 21:44:35,admin,DELETE_USER,AuditLogs,SUCCESS,3156
2025-11-17 08:44:21,clane,ADMIN_CONFIG,AuditLogs,SUCCESS,1250
2025-11-17 08:42:44,clane,EXPORT_REPORT,SystemSettings,FAILURE,120
2025-11-17 15:33:43,asmith,LOGOUT,InventoryReport,SUCCESS,2732
2025-11-17 23:51:49,bwhite,LOGOUT,InventoryReport,SUCCESS,2988
2025-11-17 11:48:56,asmith,LOGIN,AuditLogs,SUCCESS,1225
2025-11-17 08:16:50,davis,DELETE_USER,SalesDashboard,SUCCESS,1239
2025-11-17 12:22:48,admin,EXPORT_REPORT,AuditLogs,SUCCESS,2262
2025-11-17 23:57:47,clane,DELETE_USER,UserManagement,SUCCESS,2653
2025-11-17 14:41:22,davis,ADMIN_CONFIG,SalesDashboard,SUCCESS,2353
2025-11-17 15:34:10,admin,ADMIN_CONFIG,UserManagement,SUCCESS,3929
2025-11-17 15:16:32,admin,ADMIN_CONFIG,UserManagement,SUCCESS,247
2025-11-17 09:38:58,davis,VIEW_REPORT,InventoryReport,SUCCESS,4196
2025-11-17 09:10:04,asmith,ADMIN_CONFIG,SalesDashboard,SUCCESS,608
2025-11-17 08:03:35,admin,EXPORT_REPORT,AuditLogs,SUCCESS,4859
2025-11-17 09:22:25,davis,LOGOUT,SystemSettings,SUCCESS,888
2025-11-17 12:54:48,bwhite,DELETE_USER,InventoryReport,SUCCESS,4289
2025-11-17 10:07:54,davis,CREATE_USER,AuditLogs,SUCCESS,659
2025-11-17 11:32:27,jdoe,VIEW_REPORT,AuditLogs,SUCCESS,3746
2025-11-17 16:49:45,asmith,CREATE_USER,SalesDashboard,SUCCESS,3147
2025-11-17 15:31:54,jdoe,ADMIN_CONFIG,UserManagement,SUCCESS,4052
2025-11-17 14:51:30,admin,ADMIN_CONFIG,SalesDashboard,SUCCESS,1462
2025-11-17 08:05:32,davis,VIEW_REPORT,InventoryReport,SUCCESS,1643
2025-11-17 15:24:20,davis,LOGIN,SystemSettings,SUCCESS,2291
2025-11-17 13:51:21,clane,LOGOUT,InventoryReport,SUCCESS,1133
2025-11-17 12:35:43,asmith,EXPORT_REPORT,SalesDashboard,SUCCESS,4343
2025-11-17 15:48:03,jdoe,CREATE_USER,UserManagement,SUCCESS,1759
2025-11-17 11:08:10,jdoe,EXPORT_REPORT,SalesDashboard,SUCCESS,1332
2025-11-17 14:59:23,asmith,LOGOUT,InventoryReport,SUCCESS,138
2025-11-17 08:26:22,jdoe,EXPORT_REPORT,UserManagement,SUCCESS,501
